hour,passenger_id,lat,lon,destination_type,location_name,spawn_time
0,prod_passenger_0_1759952609,13.256932045060225,-59.55534516000027,depot,,2025-10-08T00:59:00
0,prod_passenger_1_1759952609,13.033664307766562,-59.62546740305027,depot,,2025-10-08T00:41:00
0,prod_passenger_3_1759952609,13.195766759986066,-59.47724161494583,depot,,2025-10-08T00:32:00
0,prod_passenger_4_1759952609,13.319853119376367,-59.41796987813494,depot,,2025-10-08T00:07:00
0,prod_passenger_5_1759952609,13.141577313646655,-59.45250351089406,depot,,2025-10-08T00:43:00
0,prod_passenger_9_1759952609,13.205816169912108,-59.552539593791145,depot,,2025-10-08T00:37:00
0,prod_passenger_10_1759952609,13.300010757821363,-59.54751337715,depot,,2025-10-08T00:39:00
0,prod_passenger_13_1759952609,13.11764414539861,-59.618348256618916,depot,,2025-10-08T00:34:00
0,prod_passenger_14_1759952609,13.175089722672864,-59.46958402234785,depot,,2025-10-08T00:42:00
0,prod_passenger_16_1759952609,13.260775822104538,-59.45411420390953,depot,,2025-10-08T00:07:00
0,prod_passenger_17_1759952609,13.275471300384611,-59.56266603409237,depot,,2025-10-08T00:37:00
0,prod_passenger_18_1759952609,13.280615664895537,-59.45080904053392,depot,,2025-10-08T00:42:00
0,prod_passenger_22_1759952609,13.284826148456297,-59.47459326545946,depot,,2025-10-08T00:06:00
0,prod_passenger_23_1759952609,13.288726799588476,-59.63690959886764,depot,,2025-10-08T00:07:00
0,prod_passenger_24_1759952609,13.206734137143783,-59.63078228563467,depot,,2025-10-08T00:51:00
0,prod_passenger_26_1759952609,13.156008468339634,-59.5367111811297,depot,,2025-10-08T00:37:00
0,prod_passenger_30_1759952609,13.01884793399709,-59.55302406224566,depot,,2025-10-08T00:11:00
0,prod_passenger_33_1759952609,13.067130667457533,-59.53041140907161,depot,,2025-10-08T00:53:00
0,prod_passenger_35_1759952609,13.177855347372624,-59.62501564782949,depot,,2025-10-08T00:02:00
0,prod_passenger_39_1759952609,13.062220559190253,-59.43715566170768,depot,,2025-10-08T00:55:00
0,prod_passenger_40_1759952609,13.147877305569097,-59.483215861995205,depot,,2025-10-08T00:37:00
0,prod_passenger_43_1759952609,13.241426514967328,-59.59105005303817,depot,,2025-10-08T00:46:00
0,prod_passenger_48_1759952609,13.127993194851019,-59.64629194431095,depot,,2025-10-08T00:00:00
0,prod_passenger_49_1759952609,13.311566470043076,-59.58177509423919,depot,,2025-10-08T00:00:00
0,prod_passenger_50_1759952609,13.191407369960615,-59.58732504816116,depot,,2025-10-08T00:07:00
0,prod_passenger_52_1759952609,13.059395401554292,-59.450374387160686,depot,,2025-10-08T01:00:00
0,prod_passenger_55_1759952609,13.028009392381453,-59.51376276434396,depot,,2025-10-08T00:21:00
0,prod_passenger_56_1759952609,13.304614190152483,-59.54071849125186,depot,,2025-10-08T00:44:00
0,prod_passenger_57_1759952609,13.3420200374805,-59.63157345323358,depot,,2025-10-08T00:37:00
0,prod_passenger_59_1759952609,13.311759336123929,-59.61862774770162,depot,,2025-10-08T00:01:00
0,prod_passenger_62_1759952609,13.271702125294263,-59.54348898814829,depot,,2025-10-08T00:54:00
0,prod_passenger_64_1759952609,13.159211038046541,-59.634975282006785,depot,,2025-10-08T00:15:00
0,prod_passenger_65_1759952609,13.315572931580013,-59.49066516512332,depot,,2025-10-08T00:53:00
0,prod_passenger_69_1759952609,13.052146426629024,-59.5322787869884,depot,,2025-10-08T00:45:00
0,prod_passenger_70_1759952609,13.06820228422232,-59.56318536001543,depot,,2025-10-08T00:44:00
0,prod_passenger_74_1759952609,13.094540116401257,-59.63936325481515,depot,,2025-10-08T00:11:00
0,prod_passenger_77_1759952609,13.210439983221628,-59.4378895226922,depot,,2025-10-08T00:27:00
0,prod_passenger_79_1759952609,13.277773757928136,-59.49468071763486,depot,,2025-10-08T00:02:00
0,prod_passenger_80_1759952609,13.237073251603432,-59.60828090074351,depot,,2025-10-08T00:07:00
0,prod_passenger_85_1759952609,13.089259455656794,-59.530918170812775,depot,,2025-10-08T00:18:00
0,prod_passenger_87_1759952609,13.182204795755068,-59.58764171317505,depot,,2025-10-08T00:41:00
0,prod_passenger_91_1759952609,13.150071122489928,-59.45588637674938,depot,,2025-10-08T00:40:00
0,prod_passenger_92_1759952609,13.077819276982414,-59.41444639362667,depot,,2025-10-08T00:25:00
0,prod_passenger_93_1759952609,13.212203893875326,-59.50439345837125,depot,,2025-10-08T00:29:00
0,prod_passenger_98_1759952609,13.205120266891177,-59.47070554299678,depot,,2025-10-08T00:23:00
0,prod_passenger_105_1759952609,13.344989871616177,-59.57724340475089,depot,,2025-10-08T00:01:00
0,prod_passenger_106_1759952609,13.13908643094518,-59.45237490321502,depot,,2025-10-08T00:56:00
0,prod_passenger_107_1759952609,13.109893468192746,-59.536402011423405,depot,,2025-10-08T00:49:00
0,prod_passenger_110_1759952609,13.137303745423104,-59.638917256672805,depot,,2025-10-08T00:37:00
0,prod_passenger_111_1759952609,13.007149979295116,-59.543423650851274,depot,,2025-10-08T00:34:00
0,prod_passenger_113_1759952609,13.119015472963955,-59.501904214851386,depot,,2025-10-08T00:08:00
0,prod_passenger_115_1759952609,13.016699269138217,-59.611916679976964,depot,,2025-10-08T00:47:00
0,prod_passenger_119_1759952609,13.039485994941131,-59.53685871243524,depot,,2025-10-08T00:49:00
0,prod_passenger_121_1759952609,13.169996487857272,-59.62882024674525,depot,,2025-10-08T00:01:00
0,prod_passenger_123_1759952609,13.126934606306968,-59.513934333244286,depot,,2025-10-08T00:49:00
0,prod_passenger_124_1759952609,13.095306066721012,-59.508591604284724,depot,,2025-10-08T00:52:00
0,prod_passenger_127_1759952609,13.06322058627196,-59.63217022938702,depot,,2025-10-08T01:00:00
0,prod_passenger_131_1759952609,13.287416420297678,-59.46264553619941,depot,,2025-10-08T00:14:00
0,prod_passenger_134_1759952609,13.095312139338972,-59.40672413901076,depot,,2025-10-08T00:07:00
0,prod_passenger_136_1759952609,13.03729913194622,-59.63322147404004,depot,,2025-10-08T00:15:00
0,prod_passenger_138_1759952609,13.231179837881061,-59.4029939576887,depot,,2025-10-08T00:08:00
0,prod_passenger_143_1759952609,13.03936991054783,-59.565448767307714,depot,,2025-10-08T00:09:00
0,prod_passenger_145_1759952609,13.289660525263447,-59.63713647377488,depot,,2025-10-08T00:59:00
0,prod_passenger_148_1759952609,13.133774344101768,-59.40739062607373,depot,,2025-10-08T00:40:00
0,prod_passenger_156_1759952609,13.200211202938208,-59.470280165501975,depot,,2025-10-08T00:28:00
0,prod_passenger_157_1759952609,13.112868269023403,-59.45496726729957,depot,,2025-10-08T00:08:00
0,prod_passenger_163_1759952609,13.038823596767887,-59.51699425515702,depot,,2025-10-08T00:04:00
0,prod_passenger_8_1759952609,13.140562453735425,-59.581031264420936,route,,2025-10-08T00:10:00
0,prod_passenger_15_1759952609,13.323798575547208,-59.50524230655263,route,,2025-10-08T00:42:00
0,prod_passenger_19_1759952609,13.018633391892319,-59.467062622524686,route,,2025-10-08T00:17:00
0,prod_passenger_20_1759952609,13.310640351537996,-59.56555215458933,route,,2025-10-08T00:12:00
0,prod_passenger_21_1759952609,13.317236621016063,-59.48659857477838,route,,2025-10-08T00:27:00
0,prod_passenger_27_1759952609,13.167779301924599,-59.400892960135096,route,,2025-10-08T00:04:00
0,prod_passenger_36_1759952609,13.309063755600196,-59.511818584623384,route,,2025-10-08T00:29:00
0,prod_passenger_37_1759952609,13.333125409273912,-59.48647580236425,route,,2025-10-08T00:44:00
0,prod_passenger_38_1759952609,13.158930557290065,-59.5526619448938,route,,2025-10-08T00:25:00
0,prod_passenger_42_1759952609,13.209604095503838,-59.462136444037924,route,,2025-10-08T00:21:00
0,prod_passenger_44_1759952609,13.269812078477498,-59.413862408858705,route,,2025-10-08T00:46:00
0,prod_passenger_45_1759952609,13.12480432605723,-59.43184328643341,route,,2025-10-08T00:02:00
0,prod_passenger_46_1759952609,13.33092587568176,-59.42197165105023,route,,2025-10-08T00:45:00
0,prod_passenger_51_1759952609,13.223238110588046,-59.41260253936582,route,,2025-10-08T00:44:00
0,prod_passenger_53_1759952609,13.301295938736134,-59.56639831615354,route,,2025-10-08T00:58:00
0,prod_passenger_58_1759952609,13.269750388714211,-59.417950159994135,route,,2025-10-08T00:13:00
0,prod_passenger_63_1759952609,13.128427097543895,-59.514185647615925,route,,2025-10-08T00:51:00
0,prod_passenger_66_1759952609,13.130715384931737,-59.52968006844752,route,,2025-10-08T00:02:00
0,prod_passenger_68_1759952609,13.145525939872403,-59.61413645811454,route,,2025-10-08T00:55:00
0,prod_passenger_71_1759952609,13.32207833408065,-59.424630442100565,route,,2025-10-08T00:14:00
0,prod_passenger_72_1759952609,13.014265481234084,-59.5673559170927,route,,2025-10-08T00:13:00
